Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Decompression,Best Lap Time,Number of Laps,Max Temp,Stress Change,Stress Start,Stress End,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-05-20 07:31:08,false,"Santiago de Surco Running","4.11","236","00:22:46","152","175","179","189","5:32","4:27","12","33","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:29.9","5","NaN","--","--","--","00:22:45","00:22:46","150","185"
Running,2022-05-18 07:21:02,false,"Santiago de Surco Running","3.23","185","00:17:53","153","177","179","187","5:33","4:37","15","24","1.01","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:04.7","4","NaN","--","--","--","00:17:49","00:17:53","130","255"
Cardio,2022-05-12 19:35:05,false,"Cardio","0.00","315","00:55:50","118","155","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:55:50","1","NaN","--","--","--","00:00:00","00:55:50","206","235"
Cardio,2022-04-27 20:42:12,false,"Cardio","0.00","219","00:33:59","118","149","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:33:59","1","NaN","--","--","--","00:00:00","00:33:59","77","112"
Running,2022-03-12 06:41:46,false,"Asia Running","4.03","219","00:21:56","149","169","183","193","5:26","4:31","2","17","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:08.1","5","NaN","--","--","--","00:21:54","00:21:56","32","50"
Running,2022-03-10 06:24:48,false,"Santiago de Surco Running","4.03","227","00:23:18","149","167","178","185","5:47","4:37","7","65","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:08.7","5","NaN","--","--","--","00:23:10","00:23:18","105","169"
Running,2022-03-09 15:26:38,false,"Santiago de Surco Running","3.01","186","00:17:11","161","179","178","187","5:43","4:57","16","16","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.2","4","NaN","--","--","--","00:17:07","00:17:16","30","183"
Running,2022-03-08 17:41:48,false,"Asia Running","3.74","214","00:20:26","155","179","183","194","5:28","4:43","2","11","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:04:09.1","4","NaN","--","--","--","00:20:20","00:20:26","-112","63"
Running,2022-03-05 07:17:12,false,"Asia Running","3.68","202","00:20:13","148","165","181","190","5:30","4:55","--","14","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:39.4","4","NaN","--","--","--","00:20:03","00:20:13","3","66"
Running,2022-03-03 17:53:55,false,"Running","4.04","219","00:21:22","154","169","179","189","5:17","4:57","14","5","1.06","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:13.2","5","NaN","--","--","--","00:21:15","00:21:22","18","29"
Running,2022-01-24 06:34:14,false,"Santiago de Surco Running","5.02","289","00:27:52","157","178","183","189","5:33","4:27","22","48","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.7","6","NaN","--","--","--","00:27:48","00:27:52","107","140"
Running,2022-01-21 07:10:12,false,"Santiago de Surco Running","5.02","308","00:29:19","160","180","169","191","5:50","4:24","18","45","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:04.8","6","NaN","--","--","--","00:27:06","00:29:19","68","106"
Running,2022-01-19 07:14:56,false,"Running","5.05","292","00:27:13","163","180","180","187","5:23","5:05","8","28","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:15.7","6","NaN","--","--","--","00:27:05","00:27:13","96","125"
Running,2022-01-11 06:35:34,false,"Santiago de Surco Running","5.07","277","00:27:47","152","163","183","191","5:29","4:49","16","36","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:19.6","6","NaN","--","--","--","00:27:39","00:27:47","56","91"
Running,2022-01-10 18:56:52,false,"Santiago de Surco Running","5.08","280","00:29:18","148","165","180","187","5:46","4:57","20","37","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:21.9","6","NaN","--","--","--","00:29:17","00:29:18","89","116"
Running,2022-01-06 06:50:38,false,"Santiago de Surco Running","5.07","318","00:28:34","168","185","185","191","5:38","4:38","17","38","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:18.8","6","NaN","--","--","--","00:28:31","00:28:34","233","261"
Running,2022-01-05 06:54:24,false,"Santiago de Surco Running","4.10","242","00:23:01","162","172","186","195","5:37","4:39","12","37","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:25.4","5","NaN","--","--","--","00:23:00","00:23:01","235","272"
Running,2022-01-04 06:30:59,false,"Running","4.03","215","00:21:10","156","176","184","191","5:15","5:05","16","29","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:07.0","5","NaN","--","--","--","00:21:02","00:21:10","233","263"
Running,2021-12-22 06:46:25,false,"Santiago de Surco Running","5.12","292","00:28:42","156","176","184","193","5:36","4:54","7","42","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:32.6","6","NaN","--","--","--","00:28:40","00:28:42","-109","-69"
Running,2021-12-21 07:30:25,false,"Santiago de Surco Running","4.36","255","00:24:35","160","176","182","191","5:39","4:54","18","37","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:43.9","5","NaN","--","--","--","00:24:28","00:24:35","-71","-35"
Running,2021-12-19 06:56:17,false,"Santiago de Surco Running","6.56","379","00:37:45","156","173","180","188","5:45","4:49","32","49","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:02.8","7","NaN","--","--","--","00:37:40","00:37:45","76","113"
Running,2021-12-16 06:57:39,false,"Santiago de Surco Running","4.30","253","00:23:50","162","179","187","195","5:33","4:39","7","33","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:21.9","5","NaN","--","--","--","00:23:42","00:23:50","89","132"
Running,2021-12-15 07:16:57,false,"Santiago de Surco Running","4.18","225","00:23:26","150","177","182","189","5:37","4:47","14","33","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:50.2","5","NaN","--","--","--","00:23:19","00:23:26","84","113"
Running,2021-12-14 07:37:09,false,"Santiago de Surco Running","4.01","222","00:21:51","157","180","186","193","5:27","4:01","11","29","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.6","5","NaN","--","--","--","00:21:49","00:21:51","92","118"
Running,2021-12-13 06:46:41,false,"Santiago de Surco Running","4.38","260","00:24:10","165","187","181","189","5:31","4:35","10","34","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:46.1","5","NaN","--","--","--","00:24:09","00:24:10","104","141"
Running,2021-12-10 06:30:17,false,"Running","4.02","218","00:20:48","159","186","180","189","5:10","4:55","7","44","1.07","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.8","5","NaN","--","--","--","00:20:38","00:20:48","57","102"
Running,2021-10-22 07:47:35,false,"Santiago de Surco Running","5.09","307","00:29:38","160","178","180","189","5:49","4:48","24","77","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:25.7","6","NaN","--","--","--","00:29:35","00:29:38","154","229"
Running,2021-10-21 18:08:34,false,"Santiago de Surco Running","5.25","303","00:30:02","156","176","182","191","5:43","4:53","24","74","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:13.3","6","NaN","--","--","--","00:29:54","00:30:02","193","265"
Running,2021-10-20 12:43:17,false,"Santiago de Surco Running","5.17","291","00:29:12","154","174","179","189","5:39","4:27","29","34","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:42.0","6","NaN","--","--","--","00:28:49","00:29:12","266","291"
Running,2021-10-19 06:56:31,false,"Santiago de Surco Running","6.06","340","00:34:26","156","165","181","187","5:41","4:50","17","74","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:16.4","7","NaN","--","--","--","00:34:24","00:34:26","153","221"
Running,2021-10-18 06:46:34,false,"Santiago de Surco Running","5.16","280","00:28:43","153","166","184","196","5:34","4:23","18","83","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:38.6","6","NaN","--","--","--","00:28:41","00:28:43","169","250"
Pool Swim,2021-10-17 11:13:53,false,"Pool Swimming","1,325","212","00:42:00","--","--","--","--","2:36","1:17","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","678","52","20","NaN","No","00:00:03.2","3","NaN","--","--","--","00:34:25","00:42:33","--","--"
Running,2021-10-11 12:42:18,false,"Santiago de Surco Running","5.26","302","00:29:56","157","179","183","193","5:41","4:24","24","71","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:24.7","6","NaN","--","--","--","00:29:55","00:29:56","94","202"
Running,2021-08-26 06:34:04,false,"Santiago de Surco Running","17.05","990","01:40:10","157","178","180","191","5:52","4:15","68","227","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:13.8","18","NaN","--","--","--","01:39:04","01:40:10","4","180"
Running,2021-08-25 06:57:05,false,"Santiago de Surco Running","8.01","473","00:44:40","163","180","183","191","5:35","4:38","20","136","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.8","9","NaN","--","--","--","00:44:23","00:44:40","-9","126"
Running,2021-08-24 06:31:30,false,"Santiago de Surco Running","8.08","453","00:46:33","153","178","175","195","5:46","4:15","24","166","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:18.0","9","NaN","--","--","--","00:44:38","00:46:33","-33","131"
Running,2021-08-23 13:12:32,false,"Santiago de Surco Running","7.01","393","00:40:03","155","173","184","193","5:43","4:46","39","64","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.5","8","NaN","--","--","--","00:40:01","00:40:03","111","145"
Pool Swim,2021-08-22 11:15:28,false,"Pool Swimming","1,800","343","00:43:54","--","--","--","--","2:26","1:24","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","850","48","19","NaN","No","00:43:54","1","NaN","--","--","--","00:NaN:NaN","00:44:00","--","--"
Running,2021-08-21 06:49:33,false,"Santiago de Surco Running","7.34","511","00:40:37","176","192","181","191","5:32","4:25","17","72","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:31.3","8","NaN","--","--","--","00:40:21","00:40:37","16","89"
Running,2021-08-19 06:22:45,false,"Santiago de Surco Running","15.11","905","01:26:53","159","177","184","195","5:45","4:23","47","170","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:27.5","16","NaN","--","--","--","01:26:42","01:26:53","-18","117"
Running,2021-08-18 06:46:25,false,"Santiago de Surco Running","7.41","437","00:40:41","158","174","187","200","5:29","4:25","13","65","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:49.3","8","NaN","--","--","--","00:40:39","00:40:41","57","125"
Running,2021-08-17 06:35:49,false,"Santiago de Surco Running","8.04","455","00:45:15","151","165","183","191","5:38","4:29","13","78","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:09.9","9","NaN","--","--","--","00:44:55","00:45:15","51","132"
Running,2021-08-16 06:34:58,false,"Santiago de Surco Running","7.33","423","00:42:30","150","169","178","187","5:48","4:38","18","78","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:39.2","8","NaN","--","--","--","00:41:59","00:42:30","40","116"
Running,2021-08-13 06:30:53,false,"Santiago de Surco Running","7.37","429","00:41:43","153","177","182","196","5:40","4:16","18","71","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:40.4","8","NaN","--","--","--","00:41:09","00:41:43","30","102"
Running,2021-08-11 06:49:08,false,"Santiago de Surco Running","7.39","425","00:42:11","152","173","182","191","5:42","4:22","16","81","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:50.3","8","NaN","--","--","--","00:42:03","00:42:11","34","114"
Running,2021-08-10 07:43:50,false,"Santiago de Surco Running","7.52","411","00:42:24","147","169","184","195","5:38","4:33","27","65","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:30.9","8","NaN","--","--","--","00:41:56","00:42:24","86","142"
Running,2021-08-09 07:56:36,false,"Santiago de Surco Running","5.50","305","00:30:41","149","169","186","198","5:35","4:25","7","64","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:16.9","6","NaN","--","--","--","00:30:31","00:30:41","102","168"
Pool Swim,2021-08-08 13:11:15,false,"Pool Swimming","1,600","261","00:44:48","--","--","--","--","2:27","1:30","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","791","49","20","NaN","No","00:44:48","1","NaN","--","--","--","00:39:13","00:44:57","--","--"
Running,2021-08-07 09:15:03,false,"San Borja Running","13.15","764","01:13:59","156","171","179","193","5:38","4:00","45","156","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:38.5","14","NaN","--","--","--","01:12:48","01:13:59","-13","113"
Running,2021-08-04 07:52:03,false,"Santiago de Surco Running","7.39","461","00:42:13","162","179","184","191","5:43","4:50","16","118","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:54.3","8","NaN","--","--","--","00:42:11","00:42:13","13","132"
Running,2021-08-03 07:37:40,false,"Santiago de Surco Running","7.10","448","00:42:10","159","177","181","191","5:56","4:54","16","60","0.93","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:30.5","8","NaN","--","--","--","00:42:03","00:42:10","82","134"
Running,2021-07-27 07:21:17,false,"Asia Running","11.13","674","01:05:29","156","170","180","193","5:53","4:56","19","117","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:35.8","12","NaN","--","--","--","01:05:26","01:05:29","-94","18"
Running,2021-07-26 12:29:07,false,"Asia Running","7.26","415","00:41:38","148","172","183","193","5:44","4:52","25","36","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:17.7","8","NaN","--","--","--","00:41:36","00:41:38","-72","-53"
Running,2021-07-25 11:58:54,false,"Asia Running","7.08","420","00:39:13","157","174","185","200","5:32","3:58","20","32","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:19.8","8","NaN","--","--","--","00:39:05","00:39:13","-93","-72"
Running,2021-07-24 10:21:10,false,"Santiago de Surco Running","6.02","361","00:34:47","153","169","186","196","5:47","5:09","29","51","0.93","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:05.7","7","NaN","--","--","--","00:34:41","00:34:47","35","84"
Running,2021-07-22 18:13:36,false,"Santiago de Surco Running","4.18","256","00:24:01","157","174","182","191","5:45","4:50","16","60","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:52.4","5","NaN","--","--","--","00:23:59","00:24:01","37","99"
Running,2021-07-20 18:34:19,false,"Santiago de Surco Running","4.26","237","00:23:59","146","165","181","191","5:38","4:43","12","54","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:11.5","5","NaN","--","--","--","00:23:57","00:23:59","50","104"
Running,2021-07-19 18:15:54,false,"Santiago de Surco Running","4.19","235","00:23:18","150","162","182","196","5:34","4:24","12","61","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:50.2","5","NaN","--","--","--","00:23:09","00:23:18","48","111"
Pool Swim,2021-07-18 11:34:06,false,"Pool Swimming","1,025","174","00:32:26","--","--","--","--","2:27","0:55","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","505","49","20","NaN","No","00:00:01.9","4","NaN","--","--","--","00:25:06","00:32:42","--","--"
Running,2021-07-17 08:40:53,false,"Santiago de Surco Running","3.36","193","00:20:22","144","164","179","189","6:04","4:47","5","59","0.92","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:45.4","4","NaN","--","--","--","00:20:21","00:20:22","8","69"
Running,2021-07-16 16:58:20,false,"San Borja Running","4.30","211","00:23:05","138","154","182","196","5:22","4:42","--","48","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:25.0","5","NaN","--","--","--","00:22:57","00:23:05","70","122"
Running,2021-07-15 18:32:21,false,"Santiago de Surco Running","3.30","189","00:18:52","151","167","176","185","5:43","5:06","12","60","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:41.4","4","NaN","--","--","--","00:18:45","00:18:52","72","133"
Running,2021-07-14 18:18:27,false,"Santiago de Surco Running","3.62","206","00:20:07","158","168","182","191","5:33","4:33","14","71","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:13.2","4","NaN","--","--","--","00:20:00","00:20:07","93","528"
Running,2021-06-28 07:45:00,false,"Monday running","5.01","305","00:27:43","--","--","--","--","5:32","4:23","12","14","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:27:43","1","NaN","--","--","--","00:NaN:NaN","00:27:43","--","--"
Running,2021-06-27 06:19:00,false,"Domingo running","6.50","389","00:35:38","--","--","--","--","5:29","4:10","12","16","NaN","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:35:38","1","NaN","--","--","--","00:NaN:NaN","00:35:38","--","--"
Running,2021-06-26 09:15:43,false,"Running","5.01","276","00:27:22","151","173","184","193","5:28","4:48","22","57","1.00","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.3","6","NaN","--","--","--","00:27:15","00:27:22","163","263"
Running,2021-06-23 07:38:38,false,"Santiago de Surco Running","4.49","215","00:25:22","132","152","188","198","5:39","4:44","11","58","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:27.8","5","NaN","--","--","--","00:25:17","00:25:22","248","303"
Running,2021-06-22 07:27:38,false,"Santiago de Surco Running","7.21","432","00:39:44","162","178","183","193","5:31","4:45","22","156","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:00.8","8","NaN","--","--","--","00:39:37","00:39:44","160","316"
Running,2021-06-21 07:16:08,false,"Running","5.72","330","00:32:16","152","185","184","193","5:39","5:24","21","188","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:03:59.3","6","NaN","--","--","--","00:32:14","00:32:16","158","337"
Running,2021-06-18 07:09:01,false,"Santiago de Surco Running","5.10","297","00:28:55","154","176","185","193","5:40","4:56","19","60","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:27.0","6","NaN","--","--","--","00:28:51","00:28:55","294","354"
Running,2021-06-17 07:11:58,false,"Santiago de Surco Running","5.01","301","00:27:31","160","184","189","200","5:29","4:18","21","30","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.0","6","NaN","--","--","--","00:27:29","00:27:31","202","225"
Running,2021-06-16 07:03:28,false,"Santiago de Surco Running","4.04","233","00:23:33","150","181","184","191","5:50","5:23","8","65","0.93","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:10.5","5","NaN","--","--","--","00:23:28","00:23:33","272","337"
Running,2021-06-15 07:09:36,false,"Santiago de Surco Running","4.11","244","00:23:22","156","177","187","198","5:41","5:11","9","49","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:33.8","5","NaN","--","--","--","00:23:21","00:23:22","261","312"
Running,2021-05-25 07:11:58,false,"Santiago de Surco Running","5.01","264","00:27:36","145","187","187","198","5:30","4:51","14","60","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.0","6","NaN","--","--","--","00:27:34","00:27:36","199","259"
Running,2021-05-24 07:10:54,false,"Santiago de Surco Running","4.37","250","00:24:43","153","187","183","195","5:40","4:49","14","108","0.96","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:48.3","5","NaN","--","--","--","00:24:41","00:24:43","170","270"
Running,2021-05-21 06:55:44,false,"Running","4.10","252","00:23:19","159","184","186","195","5:41","5:19","15","50","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:31.2","5","NaN","--","--","--","00:23:10","00:23:19","202","246"
Running,2021-05-18 07:24:54,false,"Santiago de Surco Running","4.22","250","00:24:35","154","167","182","189","5:50","5:12","6","58","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:05.5","5","NaN","--","--","--","00:24:34","00:24:35","87","884"
Running,2021-05-14 17:43:41,false,"Running de vuelta ","4.11","244","00:23:40","152","173","178","187","5:45","5:08","18","20","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:35.4","5","NaN","--","--","--","00:23:35","00:23:40","615","629"
Running,2021-03-10 06:57:53,false,"Santiago de Surco Running","9.81","708","01:03:25","166","200","180","189","6:28","5:28","51","104","0.86","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:05:22.1","10","NaN","--","--","--","01:03:23","01:03:59","87","148"
Running,2021-03-08 06:56:51,false,"Asia Running","6.27","346","00:34:46","149","172","187","202","5:33","4:01","7","34","0.97","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:12.7","7","NaN","--","--","--","00:34:41","00:34:46","-17","19"
Running,2021-03-07 18:18:46,false,"Carrera con mi esposita ","4.41","269","00:36:09","133","149","162","193","8:12","4:43","12","28","0.75","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:49.1","5","NaN","--","--","--","00:35:52","00:36:09","9","29"
Running,2021-03-06 08:01:24,false,"Asia Running","15.31","991","01:28:19","165","192","185","195","5:46","5:07","67","75","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:01:37.4","16","NaN","--","--","--","01:28:14","01:28:19","-1","21"
Running,2021-03-05 20:09:45,false,"Corrida con mi esposita","4.61","247","00:38:59","118","137","161","244","8:27","2:32","91","21","0.74","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:05:32.9","5","NaN","--","--","--","00:38:53","00:38:59","5","106"
Running,2021-02-26 07:01:05,false,"Santiago de Surco Running","11.01","668","01:03:13","159","183","186","198","5:44","4:27","38","149","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.8","12","NaN","--","--","--","01:03:05","01:04:28","31","151"
Running,2021-02-25 17:43:02,false,"Santiago de Surco Running","3.01","244","00:28:45","141","171","140","187","9:33","4:49","26","29","0.79","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:16.1","4","NaN","--","--","--","00:27:07","00:28:45","138","164"
Running,2021-02-24 07:41:20,false,"Santiago de Surco Running","11.12","672","01:02:41","160","178","186","196","5:38","4:58","39","142","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:33.9","12","NaN","--","--","--","01:02:25","01:02:41","30","175"
Running,2021-02-23 07:40:58,false,"Santiago de Surco Running","9.01","516","00:47:12","162","186","185","195","5:14","3:55","42","48","1.03","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.8","10","NaN","--","--","--","00:47:03","00:48:12","121","159"
Running,2021-02-21 07:19:58,false,"Santiago de Surco Running","14.02","803","01:19:42","154","174","186","198","5:41","5:00","87","108","0.95","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.9","15","NaN","--","--","--","01:19:36","01:19:42","98","171"
Running,2021-02-20 08:10:41,false,"Santiago de Surco Running","8.02","473","00:45:59","156","176","178","193","5:44","1:40","49","57","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:06.9","9","NaN","--","--","--","00:44:29","00:45:59","122","198"
Running,2021-02-18 07:09:17,false,"Santiago de Surco Running","8.01","468","00:44:04","160","179","179","191","5:30","4:09","34","127","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.2","9","NaN","--","--","--","00:43:10","00:44:04","58","167"
Running,2021-02-17 17:51:41,false,"Running y caminata con mi esposita","4.07","302","00:33:52","146","164","161","193","8:19","3:58","30","32","0.75","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:18.1","5","NaN","--","--","--","00:32:44","00:34:50","135","157"
Running,2021-02-16 07:22:28,false,"Santiago de Surco Running","7.44","468","00:42:52","163","181","170","187","5:46","4:25","56","66","1.02","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:02:03.3","8","NaN","--","--","--","00:40:36","00:42:52","82","125"
Running,2021-02-15 07:14:03,false,"Santiago de Surco Running","8.02","476","00:46:05","156","176","176","187","5:45","4:41","40","65","0.99","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:03.5","9","NaN","--","--","--","00:45:19","00:46:05","89","131"
Running,2021-02-12 06:56:10,false,"Santiago de Surco Running","18.01","1,128","01:44:48","162","183","183","196","5:49","4:44","134","145","0.94","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:02.5","19","NaN","--","--","--","01:44:00","01:44:48","92","176"
Running,2021-02-11 17:44:13,false,"Running y caminata con mi esposita ","3.51","218","00:32:00","122","145","149","187","9:08","5:36","43","51","0.74","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:04:04.1","4","NaN","--","--","--","00:31:04","00:32:00","149","165"
Running,2021-02-11 07:51:00,false,"Santiago de Surco Running","7.18","450","00:40:53","162","184","180","193","5:42","4:47","33","98","0.98","NaN","NaN","NaN","0.0","NaN","NaN","--","NaN","NaN","NaN","No","00:00:52.9","8","NaN","--","--","--","00:40:04","00:40:53","75","155"
